Location,Unit,Disturbance,Transect,Plot,Spcode,Condition,DBH (cm)
Stevens Brook (Plummers Ledge),3/16,B,3,35,ACSA,1,3.4
Stevens Brook (Plummers Ledge),3/16,B,3,35,TSCA,1,13.6
Stevens Brook (Plummers Ledge),3/16,B,3,35,BEAL,1,13.5
Stevens Brook (Plummers Ledge),3/16,B,3,35,QURU,1,40.6
Stevens Brook (Plummers Ledge),3/16,B,3,35,ACPE,1,7.6
Stevens Brook (Plummers Ledge),3/16,B,3,35,FAGR,0,5
Stevens Brook (Plummers Ledge),3/16,B,3,35,FAGR,1,3.4
Stevens Brook (Plummers Ledge),3/16,B,3,35,ACPE,1,10.9
Stevens Brook (Plummers Ledge),3/16,B,3,35,FAGR,1,2
Stevens Brook (Plummers Ledge),3/16,B,3,35,FAGR,1,3.6
Stevens Brook (Plummers Ledge),3/16,B,3,45,QURU,1,47
Stevens Brook (Plummers Ledge),3/16,B,3,45,TSCA,1,49.4
Stevens Brook (Plummers Ledge),3/16,B,3,45,TSCA,1,12.2
Stevens Brook (Plummers Ledge),3/16,B,3,45,FAGR,1,3.5
Stevens Brook (Plummers Ledge),3/16,B,3,5,FAGR,1,3.9
Stevens Brook (Plummers Ledge),3/16,B,3,5,FAGR,1,6.7
Stevens Brook (Plummers Ledge),3/16,B,3,5,TSCA,1,74.2
Stevens Brook (Plummers Ledge),3/16,B,3,5,BEAL,1,2.7
Stevens Brook (Plummers Ledge),3/16,B,3,5,BEAL,1,2.3
Stevens Brook (Plummers Ledge),3/16,B,3,5,PIRU,1,13.1
Stevens Brook (Plummers Ledge),3/16,B,3,5,QURU,1,52.4
Stevens Brook (Plummers Ledge),3/16,B,3,5,TSCA,1,3.7
Stevens Brook (Plummers Ledge),3/16,B,3,5,TSCA,1,4.7
Stevens Brook (Plummers Ledge),3/16,B,3,5,TSCA,1,11.1
Stevens Brook (Plummers Ledge),3/16,B,4,15,FAGR,1,14.8
Stevens Brook (Plummers Ledge),3/16,B,4,25,FAGR,1,3.1
Stevens Brook (Plummers Ledge),3/16,B,4,25,OSVI,1,15.1
Stevens Brook (Plummers Ledge),3/16,B,4,25,TSCA,1,3.4
Stevens Brook (Plummers Ledge),3/16,B,4,25,ACPE,1,11
Stevens Brook (Plummers Ledge),3/16,B,4,25,FAGR,1,6.5
Stevens Brook (Plummers Ledge),3/16,B,4,25,FAGR,1,13.8
Stevens Brook (Plummers Ledge),3/16,B,4,25,FRAM,1,36.4
Stevens Brook (Plummers Ledge),3/16,B,4,25,FAGR,1,11.9
Stevens Brook (Plummers Ledge),3/16,B,4,25,OSVI,1,5
Stevens Brook (Plummers Ledge),3/16,B,4,35,TSCA,1,11
Stevens Brook (Plummers Ledge),3/16,B,4,35,ACSA,1,20.9
Stevens Brook (Plummers Ledge),3/16,B,4,35,OSVI,1,13.5
Stevens Brook (Plummers Ledge),3/16,B,4,35,FAGR,1,6.9
Stevens Brook (Plummers Ledge),3/16,B,4,35,OSVI,1,23.1
Stevens Brook (Plummers Ledge),3/16,B,4,35,ACRU,1,23.1
Stevens Brook (Plummers Ledge),3/16,B,1,45,ACRU,1,53.9
Stevens Brook (Plummers Ledge),3/16,B,1,45,ACRU,1,42.9
Stevens Brook (Plummers Ledge),3/16,B,1,45,ACRU,1,37.5
Stevens Brook (Plummers Ledge),3/16,B,4,45,FAGR,1,3.6
Stevens Brook (Plummers Ledge),3/16,B,4,45,FAGR,1,9.9
Stevens Brook (Plummers Ledge),3/16,B,4,45,QURU,1,67.1
Stevens Brook (Plummers Ledge),3/16,B,4,45,ACPE,1,8.6
Stevens Brook (Plummers Ledge),3/16,B,4,45,ACRU,1,16.1
Stevens Brook (Plummers Ledge),3/16,B,4,45,OSVI,1,2.7
Stevens Brook (Plummers Ledge),3/16,B,4,45,FAGR,0,11.3
Stevens Brook (Plummers Ledge),3/16,B,4,45,ACRU,1,29.2
Stevens Brook (Plummers Ledge),3/16,B,4,45,ACRU,1,17.4
Stevens Brook (Plummers Ledge),3/16,B,4,45,ACRU,1,11.7
Stevens Brook (Plummers Ledge),3/16,B,4,45,FAGR,1,10
Stevens Brook (Plummers Ledge),3/16,B,4,5,PIST,1,63.9
Stevens Brook (Plummers Ledge),3/16,B,4,5,PIST,1,47.7
Stevens Brook (Plummers Ledge),3/16,B,4,5,PIST,1,59.6
Stevens Brook (Plummers Ledge),3/16,B,5,105,QURU,1,25.7
Stevens Brook (Plummers Ledge),3/16,B,5,105,FAGR,1,23.7
Stevens Brook (Plummers Ledge),3/16,B,5,115,ACRU,1,80
Stevens Brook (Plummers Ledge),3/16,B,5,115,FAGR,1,17.9
Stevens Brook (Plummers Ledge),3/16,B,5,115,ACRU,1,34.9
Stevens Brook (Plummers Ledge),3/16,B,5,115,FAGR,1,8.7
Stevens Brook (Plummers Ledge),3/16,B,5,115,TSCA,1,34.7
Stevens Brook (Plummers Ledge),3/16,B,5,125,FAGR,1,5.7
Stevens Brook (Plummers Ledge),3/16,B,5,125,FAGR,1,10.7
Stevens Brook (Plummers Ledge),3/16,B,5,125,ACRU,0,3.5
Stevens Brook (Plummers Ledge),3/16,B,5,125,FAGR,1,4.6
Stevens Brook (Plummers Ledge),3/16,B,5,125,TSCA,0,31.4
Stevens Brook (Plummers Ledge),3/16,B,5,125,FAGR,1,9.6
Stevens Brook (Plummers Ledge),3/16,B,5,125,QURU,1,55.9
Stevens Brook (Plummers Ledge),3/16,B,5,135,ACSA,1,31.1
Stevens Brook (Plummers Ledge),3/16,B,5,135,QURU,1,40.3
Stevens Brook (Plummers Ledge),3/16,B,5,145,QURU,1,36.2
Stevens Brook (Plummers Ledge),3/16,B,5,145,QURU,1,70
Stevens Brook (Plummers Ledge),3/16,B,5,145,QURU,1,51.2
Stevens Brook (Plummers Ledge),3/16,B,5,145,OSVI,1,3.2
Stevens Brook (Plummers Ledge),3/16,B,5,145,FAGR,1,7.8
Stevens Brook (Plummers Ledge),3/16,B,5,145,FRAM,1,5.1
Stevens Brook (Plummers Ledge),3/16,B,5,145,FRAM,0,2.8
Stevens Brook (Plummers Ledge),3/16,B,5,15,OSVI,1,10.3
Stevens Brook (Plummers Ledge),3/16,B,5,15,ACSA,1,16.1
Stevens Brook (Plummers Ledge),3/16,B,5,15,QURU,1,18
Stevens Brook (Plummers Ledge),3/16,B,5,15,OSVI,1,7.1
Stevens Brook (Plummers Ledge),3/16,B,5,15,QURU,1,33.1
Stevens Brook (Plummers Ledge),3/16,B,5,155,QURU,1,50.6
Stevens Brook (Plummers Ledge),3/16,B,5,155,FRAM,1,5.5
Stevens Brook (Plummers Ledge),3/16,B,5,155,HAVI,0,5.1
Stevens Brook (Plummers Ledge),3/16,B,5,155,HAVI,1,7.8
Stevens Brook (Plummers Ledge),3/16,B,5,155,HAVI,1,2.6
Stevens Brook (Plummers Ledge),3/16,B,5,165,QURU,1,33.8
Stevens Brook (Plummers Ledge),3/16,B,5,165,PIRU,1,9.7
Stevens Brook (Plummers Ledge),3/16,B,5,165,ACSA,1,9
Stevens Brook (Plummers Ledge),3/16,B,5,165,ACSA,1,8.3
Stevens Brook (Plummers Ledge),3/16,B,5,165,ACSA,1,9.7
Stevens Brook (Plummers Ledge),3/16,B,5,165,TSCA,1,19.9
Stevens Brook (Plummers Ledge),3/16,B,5,165,ACRU,1,21.2
Stevens Brook (Plummers Ledge),3/16,B,5,165,QURU,1,40
Stevens Brook (Plummers Ledge),3/16,B,5,175,QURU,1,56.8
Stevens Brook (Plummers Ledge),3/16,B,5,175,QURU,1,54.8
Stevens Brook (Plummers Ledge),3/16,B,5,175,ACRU,1,17.1
Stevens Brook (Plummers Ledge),3/16,B,5,175,FAGR,1,8.1
Stevens Brook (Plummers Ledge),3/16,B,5,175,FAGR,1,5
Stevens Brook (Plummers Ledge),3/16,B,5,175,FAGR,1,14.3
Stevens Brook (Plummers Ledge),3/16,B,5,175,FAGR,1,5.9
Stevens Brook (Plummers Ledge),3/16,B,5,175,TSCA,1,3.3
Stevens Brook (Plummers Ledge),3/16,B,5,185,OSVI,1,35
Stevens Brook (Plummers Ledge),3/16,B,5,185,FAGR,1,11.8
Stevens Brook (Plummers Ledge),3/16,B,5,185,FAGR,1,6.3
Stevens Brook (Plummers Ledge),3/16,B,5,185,FAGR,1,6.2
Stevens Brook (Plummers Ledge),3/16,B,5,185,FAGR,0,3.5
Stevens Brook (Plummers Ledge),3/16,B,5,185,BEAL,1,36.8
Stevens Brook (Plummers Ledge),3/16,B,5,185,TSCA,1,17.6
Stevens Brook (Plummers Ledge),3/16,B,5,195,QURU,1,28.2
Stevens Brook (Plummers Ledge),3/16,B,5,195,QURU,1,40.1
Stevens Brook (Plummers Ledge),3/16,B,5,195,FAGR,1,16.7
Stevens Brook (Plummers Ledge),3/16,B,5,195,PIRU,1,9.7
Stevens Brook (Plummers Ledge),3/16,B,5,195,FAGR,1,5.4
Stevens Brook (Plummers Ledge),3/16,B,5,195,TSCA,1,5.8
Stevens Brook (Plummers Ledge),3/16,B,5,195,FAGR,0,4.1
Stevens Brook (Plummers Ledge),3/16,B,5,195,TSCA,0,2.2
Stevens Brook (Plummers Ledge),3/16,B,5,195,UNK,0,4.5
Stevens Brook (Plummers Ledge),3/16,B,5,195,FAGR,1,7.1
Stevens Brook (Plummers Ledge),3/16,B,5,195,ACSA,1,7.6
Stevens Brook (Plummers Ledge),3/16,B,5,205,PIST,1,56.2
Stevens Brook (Plummers Ledge),3/16,B,5,205,QURU,1,39.1
Stevens Brook (Plummers Ledge),3/16,B,5,205,TSCA,1,5
Stevens Brook (Plummers Ledge),3/16,B,5,205,QURU,1,36.3
Stevens Brook (Plummers Ledge),3/16,B,5,205,ACRU,1,12.6
Stevens Brook (Plummers Ledge),3/16,B,5,205,TSCA,1,12.8
Stevens Brook (Plummers Ledge),3/16,B,5,205,ACSA,1,5
Stevens Brook (Plummers Ledge),3/16,B,5,215,ACSA,1,13
Stevens Brook (Plummers Ledge),3/16,B,5,215,TSCA,0,4
Stevens Brook (Plummers Ledge),3/16,B,5,215,FAGR,1,17.3
Stevens Brook (Plummers Ledge),3/16,B,5,215,FAGR,1,18.5
Stevens Brook (Plummers Ledge),3/16,B,5,215,FAGR,1,11.9
Stevens Brook (Plummers Ledge),3/16,B,5,225,ACRU,1,51.6
Stevens Brook (Plummers Ledge),3/16,B,5,225,FAGR,0,11.1
Stevens Brook (Plummers Ledge),3/16,B,5,225,FAGR,1,11.7
Stevens Brook (Plummers Ledge),3/16,B,5,225,ACSA,1,12.9
Stevens Brook (Plummers Ledge),3/16,B,5,225,ACSA,1,10.7
Stevens Brook (Plummers Ledge),3/16,B,5,225,ACSA,1,11.8
Stevens Brook (Plummers Ledge),3/16,B,5,225,FAGR,1,6.7
Stevens Brook (Plummers Ledge),3/16,B,5,25,PIST,1,59.3
Stevens Brook (Plummers Ledge),3/16,B,5,25,FAGR,0,5.3
Stevens Brook (Plummers Ledge),3/16,B,5,25,OSVI,0,17.3
Stevens Brook (Plummers Ledge),3/16,B,5,35,OSVI,1,21.5
Stevens Brook (Plummers Ledge),3/16,B,5,35,TSCA,1,46.8
Stevens Brook (Plummers Ledge),3/16,B,5,45,UNK,0,17.2
Stevens Brook (Plummers Ledge),3/16,B,5,45,QURU,1,62.6
Stevens Brook (Plummers Ledge),3/16,B,5,5,QURU,1,32.7
Stevens Brook (Plummers Ledge),3/16,B,5,5,ACSA,1,5.6
Stevens Brook (Plummers Ledge),3/16,B,5,5,ACRU,1,10.7
Stevens Brook (Plummers Ledge),3/16,B,5,5,QURU,1,52.4
Stevens Brook (Plummers Ledge),3/16,B,5,5,FAGR,1,10
Stevens Brook (Plummers Ledge),3/16,B,5,5,ACRU,1,8.6
Stevens Brook (Plummers Ledge),3/16,B,5,5,ACRU,0,7.7
Stevens Brook (Plummers Ledge),3/16,B,1,55,TSCA,1,44.9
Stevens Brook (Plummers Ledge),3/16,B,1,55,TSCA,1,15.2
Stevens Brook (Plummers Ledge),3/16,B,5,55,PIST,0,14.9
Stevens Brook (Plummers Ledge),3/16,B,5,55,PIST,0,28.2
Stevens Brook (Plummers Ledge),3/16,B,5,55,PIST,1,65.4
Stevens Brook (Plummers Ledge),3/16,B,5,65,OSVI,0,11.2
Stevens Brook (Plummers Ledge),3/16,B,5,65,QURU,1,57.9
Stevens Brook (Plummers Ledge),3/16,B,5,75,ACRU,1,15.2
Stevens Brook (Plummers Ledge),3/16,B,5,75,ACRU,1,17.3
Stevens Brook (Plummers Ledge),3/16,B,5,75,TSCA,1,6
Stevens Brook (Plummers Ledge),3/16,B,5,85,FAGR,1,7.8
Stevens Brook (Plummers Ledge),3/16,B,5,85,ACPE,1,2.8
Stevens Brook (Plummers Ledge),3/16,B,5,85,TSCA,1,5.4
Stevens Brook (Plummers Ledge),3/16,B,5,85,TSCA,1,4.6
Stevens Brook (Plummers Ledge),3/16,B,5,85,TSCA,1,3.4
Stevens Brook (Plummers Ledge),3/16,B,5,85,TSCA,1,2.1
Stevens Brook (Plummers Ledge),3/16,B,5,85,TSCA,1,13.8
Stevens Brook (Plummers Ledge),3/16,B,5,85,TSCA,1,11.2
Stevens Brook (Plummers Ledge),3/16,B,5,85,TSCA,1,10.5
Stevens Brook (Plummers Ledge),3/16,B,5,85,TSCA,1,7.8
Stevens Brook (Plummers Ledge),3/16,B,5,85,TSCA,1,6
Stevens Brook (Plummers Ledge),3/16,B,5,85,QURU,1,49.4
Stevens Brook (Plummers Ledge),3/16,B,5,85,QURU,1,19.8
Stevens Brook (Plummers Ledge),3/16,B,5,85,FAGR,1,9.2
Stevens Brook (Plummers Ledge),3/16,B,5,85,ACRU,1,16.9
Stevens Brook (Plummers Ledge),3/16,B,5,85,FAGR,0,3.2
Stevens Brook (Plummers Ledge),3/16,B,5,95,FAGR,1,18
Stevens Brook (Plummers Ledge),3/16,B,5,95,FAGR,1,16.2
Stevens Brook (Plummers Ledge),3/16,B,5,95,FAGR,1,17.1
Stevens Brook (Plummers Ledge),3/16,B,5,95,ACSA,1,18.5
Stevens Brook (Plummers Ledge),3/16,B,5,95,QURU,1,51.4
Stevens Brook (Plummers Ledge),3/16,B,5,95,FAGR,1,4.3
Stevens Brook (Plummers Ledge),3/16,B,5,95,FAGR,1,6.3
Stevens Brook (Plummers Ledge),3/16,B,5,95,FAGR,1,15.2
Stevens Brook (Plummers Ledge),3/16,B,5,95,FAGR,0,3.3
Stevens Brook (Plummers Ledge),3/16,B,1,65,TSCA,1,32.5
Stevens Brook (Plummers Ledge),3/16,B,1,65,FAGR,1,2.6
Stevens Brook (Plummers Ledge),3/16,B,1,65,TSCA,1,35.5
Stevens Brook (Plummers Ledge),3/16,B,1,65,TSCA,1,31.1
Stevens Brook (Plummers Ledge),3/16,B,1,75,BEAL,1,46.9
Stevens Brook (Plummers Ledge),3/16,B,1,75,ACSA,1,33.2
Stevens Brook (Plummers Ledge),3/16,B,1,85,TSCA,1,13.6
Stevens Brook (Plummers Ledge),3/16,B,1,85,TSCA,1,47.3
Stevens Brook (Plummers Ledge),3/16,B,1,85,TSCA,0,6.7
Stevens Brook (Plummers Ledge),3/16,B,1,95,TSCA,1,34.5
Stevens Brook (Plummers Ledge),3/16,B,1,95,TSCA,1,28.4
Stevens Brook (Plummers Ledge),5/15,C,1,105,FAGR,1,4.7
Stevens Brook (Plummers Ledge),5/15,C,1,105,QURU,1,39.4
Stevens Brook (Plummers Ledge),5/15,C,1,105,QURU,1,11.1
Stevens Brook (Plummers Ledge),5/15,C,1,105,FAGR,1,2.6
Stevens Brook (Plummers Ledge),5/15,C,1,105,FAGR,1,18.7
Stevens Brook (Plummers Ledge),5/15,C,1,105,ACRU,1,28.3
Stevens Brook (Plummers Ledge),5/15,C,1,105,FAGR,1,13.5
Stevens Brook (Plummers Ledge),5/15,C,1,105,FAGR,1,3.9
Stevens Brook (Plummers Ledge),5/15,C,1,105,FAGR,1,2.6
Stevens Brook (Plummers Ledge),5/15,C,1,105,ACRU,1,27.9
Stevens Brook (Plummers Ledge),5/15,C,1,105,ACRU,0,9
Stevens Brook (Plummers Ledge),5/15,C,1,105,ACRU,0,11.2
Stevens Brook (Plummers Ledge),5/15,C,1,105,FAGR,1,3.4
Stevens Brook (Plummers Ledge),5/15,C,1,105,QURU,1,31.2
Stevens Brook (Plummers Ledge),5/15,C,1,105,QURU,1,35.3
Stevens Brook (Plummers Ledge),5/15,C,1,105,FAGR,1,5
Stevens Brook (Plummers Ledge),5/15,C,1,105,ACPE,1,2.8
Stevens Brook (Plummers Ledge),5/15,C,1,115,FAGR,1,4.2
Stevens Brook (Plummers Ledge),5/15,C,1,115,QURU,1,38.7
Stevens Brook (Plummers Ledge),5/15,C,1,115,FAGR,1,3.2
Stevens Brook (Plummers Ledge),5/15,C,1,115,FAGR,1,2.8
Stevens Brook (Plummers Ledge),5/15,C,1,115,FAGR,1,2.5
Stevens Brook (Plummers Ledge),5/15,C,1,115,BEAL,1,17.8
Stevens Brook (Plummers Ledge),5/15,C,1,115,FAGR,1,3.7
Stevens Brook (Plummers Ledge),5/15,C,1,115,FAGR,1,2.8
Stevens Brook (Plummers Ledge),5/15,C,1,115,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,115,FAGR,1,9.7
Stevens Brook (Plummers Ledge),5/15,C,1,115,FAGR,1,24.6
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,4.6
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,3.3
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,3.2
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,2.8
Stevens Brook (Plummers Ledge),5/15,C,1,125,ACRU,1,52.3
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,4.5
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,2.5
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,3.5
Stevens Brook (Plummers Ledge),5/15,C,1,125,BEAL,1,22.5
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,7.9
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,2.2
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,3.5
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,9.9
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,5.3
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,2.5
Stevens Brook (Plummers Ledge),5/15,C,1,125,BEAL,1,20.5
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,3.2
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,5.9
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,2.7
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,2.2
Stevens Brook (Plummers Ledge),5/15,C,1,125,FAGR,1,3.2
Stevens Brook (Plummers Ledge),5/15,C,1,135,FAGR,1,19.5
Stevens Brook (Plummers Ledge),5/15,C,1,135,ACRU,1,29.5
Stevens Brook (Plummers Ledge),5/15,C,1,135,FAGR,1,2.2
Stevens Brook (Plummers Ledge),5/15,C,1,135,FAGR,0,12.4
Stevens Brook (Plummers Ledge),5/15,C,1,135,FAGR,1,2.6
Stevens Brook (Plummers Ledge),5/15,C,1,135,FRAM,1,5.5
Stevens Brook (Plummers Ledge),5/15,C,1,135,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,135,ACRU,1,28.1
Stevens Brook (Plummers Ledge),5/15,C,1,135,FAGR,1,3.9
Stevens Brook (Plummers Ledge),5/15,C,1,145,FAGR,1,8
Stevens Brook (Plummers Ledge),5/15,C,1,145,QURU,1,25.9
Stevens Brook (Plummers Ledge),5/15,C,1,145,FAGR,1,8.7
Stevens Brook (Plummers Ledge),5/15,C,1,145,FAGR,1,5.2
Stevens Brook (Plummers Ledge),5/15,C,1,145,FAGR,1,10.5
Stevens Brook (Plummers Ledge),5/15,C,1,145,PIRU,1,21.5
Stevens Brook (Plummers Ledge),5/15,C,1,145,FAGR,1,4.9
Stevens Brook (Plummers Ledge),5/15,C,1,145,QURU,1,49.5
Stevens Brook (Plummers Ledge),5/15,C,1,145,FAGR,1,16.5
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.3
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.4
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.2
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.2
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.5
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.6
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.5
Stevens Brook (Plummers Ledge),5/15,C,1,15,QURU,1,28.5
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,15,PIST,1,2.5
Stevens Brook (Plummers Ledge),5/15,C,1,15,PIST,1,2.6
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.3
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,15,FAGR,1,2.2
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,3.9
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,2.3
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,6.4
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,4.1
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,3
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,2.9
Stevens Brook (Plummers Ledge),5/15,C,1,155,QURU,1,39.8
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,4.7
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,2.6
Stevens Brook (Plummers Ledge),5/15,C,1,155,ACPE,1,2.9
Stevens Brook (Plummers Ledge),5/15,C,1,155,ACPE,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,155,ACPE,1,2.6
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,2.5
Stevens Brook (Plummers Ledge),5/15,C,1,155,FAGR,1,2.3
Stevens Brook (Plummers Ledge),5/15,C,1,165,PIST,1,52.6
Stevens Brook (Plummers Ledge),5/15,C,1,165,FAGR,1,12.2
Stevens Brook (Plummers Ledge),5/15,C,1,165,FAGR,1,2.8
Stevens Brook (Plummers Ledge),5/15,C,1,165,FAGR,1,3.3
Stevens Brook (Plummers Ledge),5/15,C,1,165,FAGR,1,4.5
Stevens Brook (Plummers Ledge),5/15,C,1,165,FAGR,1,13.7
Stevens Brook (Plummers Ledge),5/15,C,1,165,FAGR,1,3.8
Stevens Brook (Plummers Ledge),5/15,C,1,165,FAGR,1,2.8
Stevens Brook (Plummers Ledge),5/15,C,1,165,FAGR,1,3.6
Stevens Brook (Plummers Ledge),5/15,C,1,165,FAGR,1,3
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,10
Stevens Brook (Plummers Ledge),5/15,C,1,175,QURU,1,20.4
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,0,2.8
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,3.2
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2.7
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,3.1
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2.9
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2.3
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2.2
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2.6
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,3.2
Stevens Brook (Plummers Ledge),5/15,C,1,175,FAGR,1,2.3
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,10
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,6.7
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,6.2
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,14.5
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,6.1
Stevens Brook (Plummers Ledge),5/15,C,1,185,PIST,1,39.8
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,6.8
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,7.4
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,16.1
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,3.2
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,3
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,3.8
Stevens Brook (Plummers Ledge),5/15,C,1,185,ACPE,1,2.9
Stevens Brook (Plummers Ledge),5/15,C,1,185,FAGR,1,2.5
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,10.8
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.2
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,7.8
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.8
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.7
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.6
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.4
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.9
Stevens Brook (Plummers Ledge),5/15,C,1,195,BEAL,1,8.7
Stevens Brook (Plummers Ledge),5/15,C,1,195,QURU,1,61.4
Stevens Brook (Plummers Ledge),5/15,C,1,195,QURU,1,39.7
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2.4
Stevens Brook (Plummers Ledge),5/15,C,1,195,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,25,FAGR,1,2
Stevens Brook (Plummers Ledge),5/15,C,1,25,FAGR,1,2.1
Stevens Brook (Plummers Ledge),5/15,C,1,25,FAGR,1,2.1
